Title,Price,Beds,Baths,Garage,Size_sqm,Location,Details_URL
2 Bedroom Apartment,850000.0,2.0,1.0,1.0,,13 Peltier Drive,
2 Bedroom Apartment,,2.0,1.0,3.0,,Greenstone Avenue,
3 Bedroom Townhouse,1899000.0,3.0,2.0,4.0,,,
2 Bedroom Apartment,750000.0,2.0,1.0,2.0,,,
2 Bedroom Townhouse,799000.0,2.0,2.0,2.0,14763.0,,
2 Bedroom Apartment,11500000.0,2.0,25.0,2.0,,,
1 Bedroom Apartment,1150000.0,1.0,1.0,1.0,,"Kikuyu Lifestyle Estate, 1234 Kikuyu Estate Road",
2 Bedroom Apartment,1250000.0,2.0,2.0,1.0,,,
3 Bedroom Apartment,985000.0,3.0,2.0,1.0,,,
3 Bedroom Townhouse,1295000.0,3.0,2.0,2.0,125.0,,
3 Bedroom House,799000.0,3.0,2.0,1.0,300.0,1836 Queen Street,
7 Bedroom House,1999000.0,7.0,55.0,5.0,1112.0,,
3 Bedroom House,2595000.0,3.0,3.0,4.0,281.0,,
3 Bedroom House,1300000.0,3.0,3.0,6.0,809.0,,
1 Bedroom Apartment,820000.0,1.0,1.0,1.0,,"2009 Bronkhorstspruit Road, The Blyde Riverwalk Estate, Pretoria",
3 Bedroom Townhouse,955000.0,3.0,2.0,4.0,11674.0,,
2 Bedroom Townhouse,750000.0,2.0,1.0,1.0,,10 Jordie,
3 Bedroom Apartment,995000.0,3.0,1.0,1.0,,"60 Eden Terrace, 107 Palliser Road",
3 Bedroom House,750000.0,3.0,1.0,3.0,267.0,Bm122 Entandweni Street,
3 Bedroom House,3699999.0,3.0,3.0,4.0,1348.0,9 Jacaranda Avenue,
2 Bedroom Apartment,580000.0,2.0,1.0,1.0,,"27 Ss Longwood, 420 Long Avenue",
13 Bedroom House,6999000.0,13.0,3.0,20.0,1287.0,,
3 Bedroom Townhouse,1360000.0,3.0,2.0,1.0,,,
4 Bedroom House,1152550.0,4.0,3.0,7.0,300.0,,
2 Bedroom House,580000.0,2.0,2.0,1.0,250.0,,
2 Bedroom Townhouse,750000.0,2.0,1.0,1.0,10253.0,,
5 Bedroom House,4500000.0,5.0,4.0,65.0,754.0,,
2 Bedroom Townhouse,800000.0,2.0,1.0,2.0,98.0,,
3 Bedroom Apartment,1330000.0,3.0,2.0,1.0,,6 Impala Road,
4 Bedroom House,3295000.0,4.0,25.0,6.0,1553.0,27 Shelley Drive,
13 Bedroom House,6999000.0,13.0,3.0,20.0,1287.0,,
2 Bedroom Townhouse,750000.0,2.0,2.0,2.0,,"161 Linmeyer Garden Village, 2#sxmlmmym Plinlimmon Road",
3 Bedroom Townhouse,1799000.0,3.0,2.0,3.0,220.0,4 Muller Street South,
1 Bedroom Apartment,438000.0,1.0,1.0,2.0,,"33 Ss 456 Cypress, 456 Vale Avenue",
2 Bedroom House,750000.0,2.0,,,170.0,,
3 Bedroom House,4999000.0,3.0,3.0,6.0,10893.0,109 Kromdraai Road,
2 Bedroom Apartment,1199999.0,2.0,2.0,,,,
5 Bedroom House,9500000.0,5.0,55.0,14.0,4474.0,"6 Mandeville Place, 56a Mandeville Road",
3 Bedroom House,1804403.0,3.0,2.0,2.0,350.0,,
3 Bedroom House,1728840.0,3.0,2.0,2.0,300.0,,
3 Bedroom House,1600000.0,3.0,2.0,6.0,1000.0,19 Villiers Street,
1 Bedroom Apartment,892905.0,1.0,1.0,1.0,,1 Ethel Ave,
2 Bedroom Apartment,1250000.0,2.0,1.0,1.0,,,
3 Bedroom House,1233150.0,3.0,2.0,3.0,350.0,,
2 Bedroom House,275000.0,2.0,1.0,,,"Ikhaya Estate, 73#sn Dalmore Road",
3 Bedroom Townhouse,1280000.0,3.0,2.0,1.0,1.0,,
2 Bedroom House,2500000.0,2.0,1.0,2.0,1036.0,787 Cascades Road,
2 Bedroom Townhouse,980000.0,2.0,1.0,2.0,,,
2 Bedroom Townhouse,980000.0,2.0,1.0,2.0,,,
3 Bedroom House,1600000.0,3.0,1.0,2.0,1190.0,83 Kilburn Street,
3 Bedroom House,2250000.0,3.0,25.0,4.0,408.0,"Bonne Vie, 10 Le Roux",
2 Bedroom House,700000.0,2.0,1.0,6.0,285.0,Marula Street 2819 Protea Protea Glen Ext 11,
4 Bedroom House,3495000.0,4.0,2.0,2.0,1375.0,,
2 Bedroom Apartment,720000.0,2.0,2.0,2.0,,"A52 Upper East Side, 16 Edgar Road",
3 Bedroom Townhouse,1350000.0,3.0,2.0,2.0,280.0,994 Disselboom Ave,
2 Bedroom Apartment,650000.0,2.0,1.0,3.0,,,
2.5 Bedroom House,,25.0,1.0,1.0,694.0,43 Batavia Street,
4 Bedroom House,1275000.0,4.0,2.0,3.0,1451.0,,
2 Bedroom House,995000.0,2.0,1.0,1.0,250.0,45 Bothle Street,
3 Bedroom Townhouse,865000.0,3.0,2.0,3.0,,31 Eighth Road,
1.5 Bedroom Apartment,460000.0,15.0,1.0,1.0,,1 Morton Crescent,
5 Bedroom House,3499000.0,5.0,3.0,6.0,542.0,1284 Dereham Drive,
3 Bedroom House,1800000.0,3.0,2.0,4.0,1428.0,,
4 Bedroom House,995000.0,4.0,2.0,,107.0,"181 Ss Misty Bay, 378 Ring Road",
4 Bedroom House,2350000.0,4.0,2.0,5.0,1501.0,15#cg Harlequin Street,
3 Bedroom Townhouse,1350000.0,3.0,2.0,4.0,,"7 Ss Keetmans, 1206 Diepkloof Street",
2 Bedroom Apartment,370000.0,2.0,1.0,1.0,,,
4 Bedroom House,38000000.0,4.0,45.0,5.0,1027.0,,
4 Bedroom House,2497000.0,4.0,3.0,2.0,459.0,,
3 Bedroom House,1360000.0,3.0,3.0,2.0,1041.0,18 Mimosa Avenue,
3 Bedroom House,1750000.0,3.0,2.0,3.0,400.0,20b Sandstone Ave,
3 Bedroom Townhouse,1245000.0,3.0,15.0,2.0,,,
2 Bedroom Apartment,695000.0,2.0,1.0,1.0,,"24 Ss Samanique, 33 Potgieter Street",
2 Bedroom Apartment,660000.0,2.0,2.0,1.0,,34 Blue Water 7 Duzi Avenue,
3 Bedroom Townhouse,1295000.0,3.0,2.0,,,Maple Drive,
2 Bedroom Apartment,820000.0,2.0,1.0,1.0,,,
3 Bedroom Townhouse,1245000.0,3.0,15.0,2.0,,,
2 Bedroom House,870000.0,2.0,1.0,1.0,180.0,20 Suzan Street,
4 Bedroom House,1599000.0,4.0,2.0,4.0,1000.0,14 Franschoek Street,
House,1638000.0,,,,240.0,,
3 Bedroom House,840000.0,3.0,2.0,,1494.0,,
2 Bedroom Apartment,799000.0,2.0,1.0,2.0,,72 Smit Street,
16 Bedroom House,3995000.0,16.0,16.0,,462.0,,
2 Bedroom Apartment,535000.0,2.0,1.0,3.0,,"22 Ss Wychwood Close, 15 Wychwood Road",
3 Bedroom House,699000.0,3.0,15.0,,180.0,6957 Mofifi Street,
3 Bedroom House,819000.0,3.0,15.0,,180.0,6957 Mofifi Street,
3 Bedroom House,739000.0,3.0,15.0,,180.0,6957 Mofifi Street,
3 Bedroom House,699000.0,3.0,15.0,,180.0,6957 Mofifi Street,
House,1638000.0,,,,240.0,,
3 Bedroom House,1400000.0,3.0,2.0,,880.0,,
3 Bedroom House,559000.0,3.0,15.0,,180.0,7041 Mofifi Street,
5 Bedroom House,3500000.0,5.0,5.0,6.0,973.0,57 Judith Road,
3 Bedroom House,2450000.0,3.0,2.0,3.0,402.0,Makura Street,
2 Bedroom Townhouse,695000.0,2.0,1.0,2.0,74.0,,
